,quantity,unit_price,discount_percent,shipping_cost,Year,rating,customer_segment_Gold,customer_segment_Premium,product_name_External HDD,product_name_Gaming Chair,product_name_Headphones,product_name_Keyboard,product_name_Laptop,product_name_Monitor,product_name_Mouse,product_name_Phone Stand,product_name_Power Bank,product_name_Printer,product_name_Router,product_name_Smart Watch,product_name_Speakers,product_name_Tablet,subtotal,discount_amount,Revenue
8641,1,11995.57,0.23,55.44,2023,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11995.57,2758.9811,9292.0289
8643,4,6782.33,0.17,14.1,2024,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27129.32,4611.9844,22531.435599999997
8644,1,8921.93,0.12,77.62,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8921.93,1070.6316,7928.9184000000005
8645,4,47683.42,0.226172997290527,53.6,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190733.68,43138.808089852246,147648.47191014775
8646,9,903.85,0.05,77.01,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8134.650000000001,406.7325000000001,7804.927500000001
8647,8,1888.48,0.04,61.61,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15107.84,604.3136000000001,14565.136400000001
8648,10,9447.351521955212,0.17,94.05,2023,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94473.51521955212,16060.497587323862,78507.06763222827
8651,5,3742.93,0.02,88.24,2024,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18714.649999999998,374.29299999999995,18428.596999999998
8652,6,3755.28,0.39,41.49,2023,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22531.68,8787.3552,13785.8148
8654,7,2751.88,0.14,3.54,2023,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19263.16,2696.8424000000005,16569.8576
8655,1,47642.99,0.19,64.76,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47642.99,9052.168099999999,38655.5819
8656,2,6660.51,0.23,25.95,2023,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13321.02,3063.8346,10283.135400000001
8658,8,13243.59,0.08,30.67,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105948.72,8475.8976,97503.4924
8663,8,13009.78,0.3,36.87,2023,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104078.24,31223.472,72891.638
8664,6,904.6,0.3,98.56,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5427.6,1628.28,3897.8800000000006
8665,3,57573.91,0.03,56.88,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172721.73,5181.6519,167596.95810000002
8666,1,1738.2,0.27,43.31,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1738.2,469.314,1312.196
8667,4,15764.7,0.226172997290527,20.0,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63058.8,14262.197801543885,48816.602198456116
8668,7,2138.79,0.2,69.82,2023,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14971.529999999999,2994.306,12047.043999999998
8669,8,3025.42,0.18,59.53,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24203.36,4356.6048,19906.2852
8670,5,825.56,0.27,10.96,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4127.799999999999,1114.5059999999999,3024.2539999999995
8671,2,798.9,0.16,80.68,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.8,255.648,1422.832
8672,7,13620.51,0.226172997290527,89.08,2023,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95343.57,21564.140999279174,73868.50900072083
8673,10,48544.38,0.24,58.3,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485443.8,116506.51199999999,368995.588
8674,3,3665.81,0.11,68.34,2023,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10997.43,1209.7173,9856.0527
8676,1,212.11,0.25,40.47,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.11,53.0275,199.5525
8679,2,3109.48,0.1,61.17,2023,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6218.96,621.8960000000001,5658.234
8680,8,25603.95,0.39,59.67,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,204831.6,79884.32400000001,125006.946
8681,3,6795.06,0.05,55.5,2023,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20385.18,1019.259,19421.421000000002
8682,6,5753.18,0.37,57.55,2024,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34519.08,12772.0596,21804.5704
8683,6,13079.22,0.3,42.84,2024,3.78987608752966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78475.31999999999,23542.595999999998,54975.56399999999
8685,5,59532.45,0.08,56.23,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297662.25,23812.98,273905.5
8686,2,15311.17,0.02,86.36,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30622.34,612.4468,30096.2532
8688,2,2035.08,0.3,21.19,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4070.16,1221.048,2870.302
8689,9,11077.04,0.14,92.32,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99693.36000000002,13957.070400000004,85828.60960000003
8690,7,12449.85,0.3,81.15,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,87148.95,26144.684999999998,61085.415
8691,9,7049.49,0.13,84.26,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63445.409999999996,8247.9033,55281.7667
8692,9,2564.62,0.32,33.87,2024,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23081.579999999998,7386.1056,15729.3444
8693,2,13621.05,0.02,59.72,2024,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27242.1,544.842,26756.978
8694,4,59283.54,0.39,38.28,2024,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237134.16,92482.3224,144690.1176
8697,1,229.93,0.34,96.45,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.93,78.17620000000001,248.2038
8699,10,10230.17,0.31,68.27,2024,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102301.7,31713.527,70656.443
8700,10,4567.23,0.38,65.55,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45672.299999999996,17355.474,28382.375999999997
8701,1,7457.24,0.36,53.05,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7457.24,2684.6063999999997,4825.6836
8702,7,11345.42,0.26,2.03,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,79417.94,20648.6644,58771.3056
8703,2,904.42,0.33,95.93,2023,3.78987608752966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.84,596.9172,1307.8528
8704,9,3782.16,0.02,53.32,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34039.44,680.7888,33411.9712
8707,8,1955.58,0.1,51.36,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15644.64,1564.464,14131.536
8708,8,207.07,0.35,95.09,2024,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.56,579.7959999999999,1171.854
8709,4,873.87,0.24,19.61,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495.48,838.9152,2676.1748000000002
8710,9,10973.42,0.37,95.26,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,98760.78,36541.4886,62314.551400000004
8712,10,5716.36,0.16,57.41,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57163.6,9146.176,48074.834
8713,4,3724.26,0.22,44.64,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14897.04,3277.3488,11664.3312
8714,1,722.36,0.11,5.81,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,722.36,79.45960000000001,648.7103999999999
8715,8,13372.84,0.03,32.63,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106982.72,3209.4816,103805.8684
8716,9,22443.11,0.05,14.92,2023,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,201987.99,10099.3995,191903.5105
8717,5,2760.12,0.16,93.72,2024,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13800.599999999999,2208.096,11686.223999999998
8719,1,2728.15,0.28,86.84,2023,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728.15,763.8820000000001,2051.108
8720,4,3854.86,0.01,55.79,2024,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15419.44,154.1944,15321.035600000001
8721,2,8739.58,0.06,55.94,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17479.16,1048.7495999999999,16486.3504
8723,4,7628.82,0.02,27.77,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30515.28,610.3056,29932.7444
8724,1,12155.64,0.14,2.55,2023,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12155.64,1701.7896,10456.400399999999
8725,3,874.93,0.15,24.52,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2624.79,393.7185,2255.5915
8726,9,11154.82,0.08,72.93,2023,3.78987608752966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100393.38,8031.4704,92434.83959999999
8727,8,3530.8,0.36,86.98,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28246.4,10168.704,18164.676000000003
8729,2,2394.12,0.21,78.25,2024,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4788.24,1005.5303999999999,3860.9596
8730,2,818.28,0.32,20.34,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.56,523.6992,1133.2007999999998
8731,8,218.85,0.25,67.43,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.8,437.7,1380.53
8732,8,3459.94,0.32,26.61,2023,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27679.52,8857.4464,18848.6836
8734,1,801.07,0.08,78.43,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,801.07,64.0856,815.4144000000001
8736,7,2069.62,0.28,30.27,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14487.34,4056.4552000000003,10461.1548
8737,2,771.17,0.08,7.82,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.34,123.38719999999999,1426.7728
8738,1,181.65,0.36,80.28,2024,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.65,65.394,196.536
8739,1,2706.56,0.05,76.55,2024,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2706.56,135.328,2647.782
8740,6,3436.46,0.14,22.39,2024,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20618.760000000002,2886.6264000000006,17754.5236
8741,5,48940.47,0.13,15.86,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244702.35,31811.305500000002,212906.9045
8742,4,6189.31,0.39,30.67,2024,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24757.24,9655.323600000002,15132.5864
8743,9,786.92,0.34,67.45,2023,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7082.28,2407.9752000000003,4741.7548
8744,5,742.1,0.09,0.4,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3710.5,333.945,3376.955
8746,1,5886.33,0.01,71.3,2024,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886.33,58.8633,5898.7667
8748,5,7506.02,0.13,76.35,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37530.100000000006,4878.913000000001,32727.537000000004
8749,1,4022.38,0.25,50.28,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4022.38,1005.595,3067.065
8750,1,4376.59,0.27,3.2,2023,3.78987608752966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4376.59,1181.6793,3198.1107
8754,8,5989.45,0.21,45.05,2023,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47915.6,10062.276,37898.374
8756,10,3668.41,0.3,81.37,2024,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36684.1,11005.23,25760.239999999998
8757,2,865.6,0.23,43.74,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1731.2,398.17600000000004,1376.764
8759,9,11621.57,0.24,42.08,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104594.13,25102.5912,79533.61880000001
8760,7,9447.351521955212,0.31,75.61,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,66131.46065368649,20500.75280264281,45706.31785104368
8761,2,12557.74,0.05,57.97,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25115.48,1255.7740000000001,23917.676
8762,1,10225.04,0.14,25.48,2024,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10225.04,1431.5056000000002,8819.0144
8764,3,3610.03,0.07,83.47,2024,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10830.09,758.1063,10155.4537
8765,3,16796.49,0.36,83.44,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50389.47,18140.2092,32332.7008
8766,6,27887.57,0.34,61.4,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167325.41999999998,56890.6428,110496.17719999998
8771,9,15665.76,0.23,96.14,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140991.84,32428.1232,108659.8568
8774,7,845.74,0.21,34.25,2024,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5920.18,1243.2378,4711.1922
8775,7,6858.14,0.15,3.74,2024,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48006.98,7201.0470000000005,40809.673
8776,1,4494.9,0.26,8.98,2023,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4494.9,1168.674,3335.2059999999997
8777,5,53808.87,0.1,11.74,2024,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269044.35000000003,26904.435000000005,242151.65500000003
8778,2,56866.24,0.1,71.5,2023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113732.48,11373.248,102430.73199999999
8779,1,6269.52,0.06,85.07,2024,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6269.52,376.1712,5978.4188
8780,7,2821.76,0.14,89.31,2024,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19752.32,2765.3248000000003,17076.3052
8781,7,697.31,0.33,46.08,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4881.17,1610.7861,3316.4638999999997
8782,1,13667.16,0.34,61.46,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13667.16,4646.834400000001,9081.7856
8783,2,2155.19,0.28,92.8,2023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4310.38,1206.9064,3196.2736000000004
8784,4,7124.72,0.19,9.94,2024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28498.88,5414.787200000001,23094.032799999997
8785,5,840.82,0.06,92.32,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4204.1,252.246,4044.1740000000004
8787,1,52129.65,0.34,30.06,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52129.65,17724.081000000002,34435.629
8788,2,3376.02,0.13,37.51,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6752.04,877.7652,5911.7848
8791,5,13041.4,0.35,17.86,2023,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,65207.0,22822.449999999997,42402.41
8792,1,13786.13,0.39,67.51,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13786.13,5376.5907,8477.0493
8793,1,2517.22,0.07,51.83,2023,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517.22,176.2054,2392.8446
8794,9,3904.86,0.17,43.02,2024,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35143.74,5974.4358,29212.3242
8796,1,2155.7,0.04,63.57,2023,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155.7,86.228,2133.042
8799,6,25012.68,0.34,55.42,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150076.08000000002,51025.86720000001,99105.6328
8801,6,1973.47,0.07,29.89,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11840.82,828.8574000000001,11041.852599999998
8802,5,11148.07,0.226172997290527,53.77,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,55740.35,12606.962029523027,43187.15797047697
8803,2,6938.53,0.13,54.13,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13877.06,1804.0178,12127.172199999999
8804,1,9447.351521955212,0.15,80.85,2023,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9447.351521955212,1417.1027282932816,8111.09879366193
8805,2,16246.98,0.2,48.53,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32493.96,6498.792,26043.697999999997
8806,9,685.67,0.11,52.65,2024,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6171.03,678.8133,5544.8667
8807,3,2160.55,0.39,64.27,2023,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6481.650000000001,2527.8435000000004,4018.0765
8808,1,3704.21,0.226172997290527,20.88,2023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3704.21,837.7922782935431,2887.297721706457
8810,7,4357.37,0.06,80.82,2024,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,30501.59,1830.0954,28752.3146
8811,7,696.42,0.22,54.9,2024,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4874.94,1072.4868,3857.3532
8812,1,831.95,0.06,42.96,2024,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.95,49.917,824.993
8813,8,13667.49,0.35,0.29,2024,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109339.92,38268.971999999994,71071.238
8816,1,13597.25,0.36,73.29,2024,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13597.25,4895.01,8775.53
8818,7,2756.98,0.14,82.95,2023,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19298.86,2701.8404000000005,16679.9696
